scorer,date,goals,cumsum
Marcus Bent,2004-10-24,1,27
Marcus Bent,2004-12-26,1,28
Marcus Bent,2005-02-06,1,29
Marcus Bent,2005-08-21,1,30
Marcus Bent,2006-01-22,1,31
Marcus Bent,2006-02-12,1,32
Marcus Bent,2006-11-05,1,33
Marcus Bent,2007-09-16,1,34
Marcus Bent,2007-10-21,2,36
Marcus Bent,2007-12-09,3,39
Marcus Bent,2007-12-16,1,40
Marcus Gayle,1994-10-16,1,1
Marcus Gayle,1995-03-12,1,2
Marcus Gayle,1995-10-15,1,3
Marcus Gayle,1996-01-28,1,4
Marcus Gayle,1996-02-04,1,5
Marcus Gayle,1996-03-17,1,6
Marcus Gayle,1996-04-14,1,7
Marcus Gayle,1996-09-01,1,8
Marcus Gayle,1996-09-22,2,10
Marcus Gayle,1996-10-13,1,11
Marcus Gayle,1996-10-27,1,12
Marcus Gayle,1996-11-10,1,13
Marcus Gayle,1996-12-22,1,14
Marcus Gayle,1997-01-05,1,15
